,Age,KM,Weight,HP,MetColor,CC,Doors,Price
998,64.0,41200,1070.0,110,0,1600.0,5,9900
999,57.0,40214,1025.0,86,0,1300.0,3,10950
1000,60.0,40000,1000.0,86,1,1300.0,4,8950
1001,66.0,39222,1045.0,86,1,1300.0,3,8950
1002,66.0,39144,1050.0,110,1,1600.0,3,8250
1003,62.0,39000,1075.0,110,1,1600.0,5,10250
1004,61.0,38019,1070.0,110,1,1600.0,5,8750
1005,68.0,37759,1070.0,110,1,1600.0,5,9750
1006,61.0,37500,1085.0,110,0,1600.0,5,10950
1007,60.0,37111,1050.0,110,1,1600.0,3,10950
1008,62.0,37000,1015.0,86,0,1300.0,3,9750
1009,59.0,36954,1050.0,110,1,1600.0,3,8900
1010,60.0,36943,1070.0,110,0,1600.0,5,9500
1011,63.0,36923,1050.0,86,0,1300.0,5,9950
1012,66.0,36658,1050.0,110,0,1600.0,3,9950
1013,65.0,36000,1015.0,86,1,1300.0,3,8250
1014,65.0,36000,1065.0,110,1,1600.0,3,10450
1015,62.0,35512,1065.0,110,1,1600.0,3,10950
1016,65.0,35283,1015.0,86,1,1300.0,3,9250
1017,68.0,35000,1050.0,110,1,1600.0,3,8900
1018,57.0,35000,1045.0,86,1,1300.0,5,10900
1019,64.0,34114,1050.0,110,0,1600.0,3,9750
1020,58.0,34000,1075.0,110,0,1600.0,5,11950
1021,68.0,33847,1000.0,86,1,1300.0,4,7900
1022,57.0,33535,1035.0,110,0,1600.0,4,10900
1023,65.0,33000,1050.0,110,0,1600.0,3,10450
1024,59.0,32150,1085.0,110,1,1600.0,5,10950
1025,65.0,31588,1015.0,86,1,1300.0,3,9950
1026,60.0,31480,1065.0,110,1,1600.0,3,10750
1027,57.0,31307,1070.0,110,1,1600.0,5,9900
1028,68.0,31000,1035.0,110,1,1600.0,4,10750
1029,58.0,30634,1075.0,110,1,1600.0,5,10450
1030,68.0,30300,1000.0,86,1,1300.0,4,9450
1031,60.0,28500,1045.0,86,1,1300.0,3,10750
1032,60.0,28500,1075.0,110,0,1600.0,5,10950
1033,57.0,28000,1015.0,86,0,1300.0,3,10000
1034,68.0,26698,1055.0,110,0,1600.0,3,10500
1035,62.0,26000,1085.0,107,0,1600.0,3,12500
1036,62.0,25505,1035.0,86,1,1300.0,5,8950
1037,58.0,25000,1075.0,110,1,1600.0,5,10500
1038,66.0,22835,1050.0,110,1,1600.0,3,9245
1039,59.0,22705,1075.0,110,1,1600.0,5,10950
1040,63.0,22178,1015.0,86,1,1300.0,3,9500
1041,62.0,17345,1050.0,110,1,1600.0,3,10900
1042,67.0,15535,1030.0,86,1,1300.0,4,10950
1043,66.0,15110,1035.0,86,0,1300.0,5,9450
1044,73.0,232940,1172.0,72,0,2000.0,5,5900
1045,79.0,218118,1150.0,72,0,2000.0,5,6950
1046,78.0,217764,1135.0,72,1,2000.0,5,6000
1047,79.0,207114,1114.0,110,1,1600.0,5,5250
1048,74.0,203254,1135.0,72,1,2000.0,3,4400
1049,77.0,200732,1100.0,72,1,2000.0,4,6750
1050,69.0,197501,1135.0,72,0,2000.0,5,8500
1051,80.0,194765,1120.0,72,0,2000.0,3,6150
1052,76.0,191620,1150.0,72,0,2000.0,5,6950
1053,76.0,183277,1115.0,72,0,2000.0,3,5750
1054,78.0,180378,1100.0,72,1,2000.0,4,8750
1055,70.0,178800,1115.0,72,0,2000.0,3,6500
1056,73.0,176177,1075.0,110,1,1600.0,5,5950
1057,78.0,176000,1035.0,86,0,1300.0,5,6500
1058,77.0,172980,1135.0,72,1,2000.0,5,10500
1059,77.0,170000,1100.0,72,0,2000.0,4,8500
1060,71.0,164000,1050.0,110,1,1600.0,3,7950
1061,78.0,161775,1015.0,86,1,1300.0,3,5800
1062,80.0,160000,1015.0,86,0,1300.0,3,6750
1063,78.0,159968,1115.0,72,0,2000.0,3,6950
1064,74.0,159908,1050.0,110,0,1600.0,3,5740
1065,73.0,158492,1015.0,86,0,1300.0,3,6550
1066,69.0,156204,1115.0,72,1,2000.0,3,8950
1067,73.0,156169,1035.0,86,1,1300.0,5,6750
1068,78.0,155210,1050.0,110,0,1600.0,3,7950
1069,69.0,155000,1115.0,72,0,2000.0,3,7950
1070,76.0,154900,1140.0,72,1,2000.0,5,7450
1071,70.0,151300,1150.0,72,1,2000.0,5,7750
1072,71.0,151000,1094.0,110,1,1600.0,5,6450
1073,75.0,150000,1135.0,72,1,2000.0,3,7900
1074,69.0,146304,1115.0,72,1,2000.0,3,6900
1075,75.0,146197,1015.0,86,0,1300.0,3,5600
1076,77.0,145996,1035.0,110,0,1600.0,4,5950
1077,80.0,143560,1045.0,86,1,1300.0,3,6950
1078,71.0,139145,1115.0,73,0,2000.0,2,7950
1079,79.0,138500,1050.0,86,0,1300.0,5,8950
1080,74.0,137741,1135.0,90,1,2000.0,5,7950
1081,80.0,137178,1135.0,90,1,2000.0,5,9500
1082,76.0,134889,1115.0,72,1,2000.0,3,8600
1083,71.0,134660,1135.0,72,0,2000.0,5,5950
1084,73.0,134539,1070.0,110,0,1600.0,5,7750
1085,79.0,131500,1140.0,72,0,2000.0,5,7950
1086,77.0,131307,1050.0,110,1,1600.0,3,6950
1087,74.0,130025,1050.0,110,1,1600.0,3,7250
1088,78.0,130000,1015.0,86,0,1300.0,5,6500
1089,77.0,128960,1070.0,110,1,1600.0,5,7250
1090,80.0,128351,1070.0,110,1,1600.0,5,9250
1091,73.0,128006,1050.0,110,1,1600.0,3,8250
1092,71.0,127159,1115.0,72,1,2000.0,3,7250
1093,72.0,126478,1035.0,110,1,1600.0,4,5250
1094,77.0,126000,1050.0,110,1,1600.0,5,7900
1095,76.0,125778,1050.0,110,0,1600.0,3,6900
1096,75.0,125400,1050.0,110,0,1600.0,3,7900
1097,74.0,124910,1135.0,72,0,2000.0,5,7250
1098,70.0,124743,1050.0,110,1,1600.0,3,8450
1099,76.0,124591,1075.0,110,1,1600.0,5,7950
1100,74.0,124057,1050.0,110,1,1600.0,3,7950
1101,72.0,123403,1050.0,110,1,1600.0,3,6450
1102,75.0,123104,1070.0,110,1,1600.0,5,6650
1103,74.0,123077,1015.0,86,1,1300.0,3,7950
1104,80.0,122820,1040.0,86,0,1300.0,5,7250
1105,77.0,122290,1050.0,110,0,1600.0,3,7450
1106,74.0,121900,1035.0,110,1,1600.0,4,7950
1107,77.0,121545,1070.0,110,1,1600.0,5,7250
1108,71.0,120474,1115.0,72,1,2000.0,3,8250
1109,76.0,120263,1135.0,72,1,2000.0,5,8950
1110,74.0,120196,1050.0,110,1,1600.0,3,7750
1111,71.0,120000,1085.0,110,0,1600.0,5,8500
1112,78.0,120000,1075.0,110,0,1600.0,5,7750
1113,73.0,115877,1035.0,110,0,1600.0,4,5750
1114,76.0,115345,1070.0,110,1,1600.0,5,6900
1115,71.0,115157,1050.0,110,1,1600.0,3,6500
1116,78.0,115000,1100.0,107,1,1600.0,5,6500
1117,77.0,114258,1050.0,86,1,1300.0,5,7600
1118,73.0,112963,1135.0,72,1,2000.0,5,8950
1119,74.0,112307,1070.0,110,1,1600.0,5,7450
1120,72.0,112000,1015.0,86,1,1300.0,3,7350
1121,73.0,111602,1015.0,86,1,1300.0,3,7750
1122,80.0,111392,1083.0,110,0,1598.0,3,7460
1123,76.0,110901,1085.0,110,1,1600.0,5,9250
1124,80.0,110887,1055.0,110,1,1600.0,3,7250
1125,72.0,110634,1015.0,86,1,1300.0,3,6500
1126,80.0,110000,1035.0,110,1,1600.0,4,6800
1127,75.0,109540,1085.0,110,0,1600.0,5,8700
1128,78.0,109263,1070.0,110,0,1600.0,5,7500
1129,71.0,107516,1050.0,110,1,1600.0,3,7750
1130,73.0,107108,1050.0,110,1,1600.0,3,7950
1131,75.0,107000,1050.0,110,1,1600.0,3,9950
1132,74.0,106250,1070.0,110,0,1600.0,5,6640
1133,71.0,106150,1015.0,86,0,1300.0,3,8750
1134,72.0,106108,1050.0,110,1,1600.0,3,7750
1135,72.0,105856,1015.0,86,0,1300.0,3,5950
1136,77.0,105152,1015.0,86,0,1300.0,3,6750
1137,80.0,105135,1050.0,110,1,1600.0,3,6500
1138,76.0,104344,1050.0,110,1,1600.0,3,8750
1139,74.0,104150,1050.0,110,1,1600.0,3,7950
1140,74.0,104000,1010.0,86,1,1300.0,3,6750
1141,73.0,103121,1035.0,86,1,1300.0,5,7950
1142,80.0,102300,1015.0,86,1,1300.0,3,7950
1143,75.0,102005,1105.0,107,1,1600.0,5,8950
1144,77.0,102000,1015.0,86,1,1300.0,3,7750
1145,75.0,101855,1070.0,110,1,1600.0,5,6450
1146,74.0,101773,1050.0,110,0,1600.0,3,6900
1147,75.0,101159,1085.0,110,1,1600.0,5,8450
1148,74.0,101000,1015.0,86,0,1300.0,3,6750
1149,74.0,100732,1030.0,86,1,1300.0,4,8050
1150,79.0,100719,1070.0,110,0,1600.0,5,9500
1151,78.0,100487,1035.0,110,0,1600.0,4,7750
1152,80.0,100458,1085.0,110,0,1600.0,5,8500
1153,75.0,100192,1050.0,110,1,1600.0,3,7795
1154,80.0,100123,1050.0,110,1,1600.0,3,6490
1155,73.0,99971,1050.0,110,1,1600.0,3,7950
1156,79.0,99397,1035.0,86,0,1300.0,5,6425
1157,69.0,99374,1035.0,86,1,1300.0,5,8950
1158,72.0,99245,1114.0,110,1,1600.0,5,6950
1159,79.0,98742,1085.0,110,0,1600.0,5,8750
1160,71.0,98154,1050.0,110,1,1600.0,3,8450
1161,77.0,98000,1065.0,110,1,1600.0,5,7950
1162,80.0,97548,1035.0,86,0,1300.0,5,7950
1163,78.0,97534,1070.0,110,1,1600.0,5,8900
1164,73.0,97494,1085.0,110,1,1600.0,5,8950
1165,73.0,97085,1085.0,110,1,1600.0,5,8900
1166,69.0,97000,1035.0,110,0,1600.0,4,7950
1167,74.0,96302,1015.0,86,1,1300.0,3,6495
1168,78.0,96000,1015.0,86,1,1300.0,3,7250
1169,74.0,96000,1085.0,110,1,1600.0,5,9250
1170,78.0,95909,1070.0,110,1,1600.0,5,6650
1171,79.0,95700,1085.0,110,0,1600.0,5,6990
1172,78.0,95651,1070.0,110,1,1600.0,5,7750
1173,79.0,95000,1035.0,86,1,1300.0,5,6950
1174,80.0,94447,1050.0,110,0,1600.0,3,7250
1175,80.0,94079,1085.0,110,1,1600.0,5,9950
1176,80.0,93841,1070.0,110,0,1600.0,5,9250
1177,79.0,93090,1035.0,86,1,1300.0,5,7200
1178,72.0,93066,1075.0,110,1,1600.0,5,8250
1179,79.0,93039,1050.0,110,1,1600.0,3,8950
1180,77.0,93000,1075.0,110,1,1600.0,5,8250
1181,80.0,92830,1015.0,86,1,1300.0,3,6250
1182,80.0,92255,1105.0,107,0,1600.0,5,9900
1183,80.0,92096,1035.0,86,1,1300.0,5,7300
1184,72.0,91921,1020.0,86,1,1300.0,3,8950
1185,70.0,91900,1015.0,86,1,1300.0,3,6500
1186,78.0,91399,1070.0,110,1,1600.0,5,7950
1187,75.0,91082,1050.0,110,1,1600.0,3,7450
1188,71.0,90370,1035.0,86,1,1300.0,5,7950
1189,78.0,90345,1035.0,86,1,1300.0,5,8500
1190,77.0,90305,1015.0,86,1,1300.0,3,6950
1191,78.0,90011,1045.0,86,0,1300.0,3,7950
1192,77.0,90000,1015.0,86,1,1300.0,3,6750
1193,70.0,89983,1055.0,110,0,1600.0,3,8450
1194,78.0,89953,1114.0,110,0,1600.0,5,7500
1195,74.0,89800,1115.0,72,1,2000.0,3,8750
1196,79.0,89739,1035.0,86,1,1300.0,5,8750
1197,76.0,89520,1050.0,110,1,1600.0,3,8950
1198,75.0,89507,1015.0,86,0,1300.0,3,7450
1199,69.0,89096,1085.0,110,1,1600.0,5,9200
1200,74.0,88700,1050.0,110,1,1600.0,3,8950
1201,72.0,88500,1075.0,110,1,1600.0,5,7850
1202,73.0,88186,1115.0,72,1,2000.0,3,6950
1203,75.0,88000,1050.0,110,1,1600.0,3,7200
1204,78.0,87743,1055.0,110,0,1600.0,3,7450
1205,75.0,87613,1015.0,86,0,1300.0,3,6750
1206,73.0,87358,1050.0,110,1,1600.0,3,7500
1207,72.0,87083,1035.0,110,0,1600.0,4,7450
1208,70.0,87000,1035.0,110,1,1600.0,4,7950
1209,78.0,87000,1035.0,110,1,1600.0,4,7250
1210,73.0,87000,1015.0,86,1,1300.0,3,7950
1211,80.0,87000,1015.0,86,1,1300.0,3,8250
1212,72.0,86860,1075.0,110,0,1600.0,5,8250
1213,80.0,86109,1055.0,110,1,1600.0,3,6750
1214,79.0,86000,1040.0,86,1,1300.0,5,8750
1215,80.0,86000,1050.0,110,0,1600.0,3,8950
1216,70.0,85864,1135.0,72,1,2000.0,5,8500
1217,80.0,85565,1070.0,110,0,1600.0,5,8250
1218,70.0,85470,1080.0,107,0,1600.0,3,9450
1219,73.0,85200,1050.0,110,1,1600.0,3,7950
1220,70.0,85000,1055.0,110,1,1600.0,3,7900
1221,73.0,84988,1050.0,110,1,1600.0,3,8500
1222,79.0,84966,1070.0,110,0,1600.0,5,8250
1223,76.0,84472,1070.0,110,1,1600.0,5,8250
1224,73.0,84402,1035.0,110,1,1600.0,4,8950
1225,74.0,84123,1050.0,110,0,1600.0,3,7950
1226,80.0,84000,1075.0,110,0,1600.0,5,6950
1227,78.0,84000,1065.0,110,1,1600.0,5,7250
1228,77.0,84000,1085.0,110,1,1600.0,5,7750
1229,75.0,83850,1055.0,110,1,1600.0,3,8700
1230,80.0,83540,1070.0,110,1,1600.0,5,8950
1231,76.0,83405,1070.0,110,1,1600.0,5,6750
1232,71.0,83291,1070.0,110,1,1600.0,5,7500
1233,69.0,83133,1015.0,86,0,1300.0,3,7950
1234,71.0,83047,1045.0,86,1,1300.0,3,8950
1235,71.0,82700,1050.0,110,0,1600.0,3,7950
1236,78.0,82675,1015.0,86,0,1300.0,3,7450
1237,78.0,82595,1015.0,86,1,1300.0,3,5950
1238,75.0,82256,1050.0,110,1,1600.0,3,7750
1239,77.0,82103,1015.0,86,1,1300.0,3,6950
1240,80.0,82021,1035.0,86,1,1300.0,5,8750
1241,71.0,82000,1075.0,110,1,1600.0,5,8950
1242,79.0,81988,1070.0,110,1,1600.0,5,7495
1243,76.0,81930,1070.0,110,0,1600.0,5,7750
1244,70.0,81663,1050.0,110,0,1600.0,3,6950
1245,77.0,80486,1070.0,110,1,1600.0,5,7990
1246,78.0,80000,1065.0,110,1,1600.0,4,7250
1247,69.0,79000,1015.0,86,0,1300.0,3,6900
1248,74.0,78894,1070.0,110,0,1600.0,5,7750
1249,78.0,78689,1035.0,110,0,1600.0,4,7250
1250,77.0,78435,1015.0,86,0,1300.0,3,8950
1251,71.0,78260,1050.0,110,0,1600.0,3,8500
1252,72.0,78120,1075.0,110,1,1600.0,5,7950
1253,77.0,77000,1015.0,86,0,1300.0,3,6950
1254,78.0,77000,1050.0,110,0,1600.0,3,8000
1255,75.0,76382,1055.0,110,1,1600.0,3,7950
1256,76.0,76268,1015.0,86,1,1300.0,3,8500
1257,73.0,76151,1015.0,86,1,1300.0,3,7490
1258,80.0,76000,1050.0,110,0,1600.0,3,8250
1259,71.0,76000,1070.0,110,1,1600.0,5,9250
1260,72.0,75840,1035.0,86,0,1300.0,5,7950
1261,77.0,75799,1050.0,110,1,1600.0,3,9500
1262,72.0,75525,1114.0,110,1,1600.0,3,8950
1263,78.0,75323,1050.0,86,1,1300.0,5,8450
1264,79.0,75322,1115.0,110,1,1600.0,4,7995
1265,78.0,75226,1035.0,110,0,1600.0,4,8750
1266,71.0,75085,1035.0,86,0,1300.0,5,5950
1267,73.0,75000,1075.0,110,0,1600.0,5,8500
1268,69.0,75000,1000.0,86,1,1300.0,4,8950
1269,69.0,75000,1000.0,86,1,1300.0,4,8750
1270,78.0,74926,1075.0,110,1,1600.0,5,7600
1271,80.0,74785,1070.0,110,1,1600.0,5,7145
1272,69.0,74573,1085.0,110,1,1600.0,5,8450
1273,75.0,74567,1015.0,86,1,1300.0,3,5950
1274,80.0,74196,1075.0,110,0,1600.0,5,9000
1275,80.0,74151,1050.0,110,1,1600.0,3,7250
1276,75.0,74096,1050.0,110,1,1600.0,3,7400
1277,79.0,74093,1075.0,110,1,1600.0,5,8800
1278,71.0,74000,1050.0,110,0,1600.0,3,7750
1279,75.0,74000,1015.0,86,1,1300.0,3,7500
1280,78.0,73638,1015.0,86,1,1300.0,4,8450
1281,75.0,73460,1070.0,110,1,1600.0,5,7400
1282,80.0,73200,1070.0,110,1,1600.0,5,7500
1283,76.0,73116,1075.0,110,1,1600.0,5,8950
1284,70.0,73014,1075.0,110,1,1600.0,5,8950
1285,77.0,72703,1050.0,110,1,1600.0,3,7950
1286,79.0,72328,1075.0,110,1,1600.0,5,7950
1287,78.0,72222,1070.0,110,1,1600.0,5,7950
1288,71.0,72128,1100.0,107,1,1600.0,5,8950
1289,78.0,72090,1070.0,110,1,1600.0,5,7750
1290,78.0,72000,1035.0,110,1,1600.0,4,8250
1291,78.0,72000,1055.0,110,0,1600.0,3,7950
1292,77.0,71900,1015.0,86,1,1300.0,3,7750
1293,77.0,71825,1075.0,110,0,1600.0,5,8500
1294,80.0,71740,1070.0,110,1,1600.0,5,6950
1295,80.0,71500,1035.0,110,1,1600.0,4,7500
1296,79.0,71359,1050.0,110,1,1600.0,3,7750
1297,79.0,71263,1015.0,86,0,1300.0,3,5950
1298,78.0,71186,1050.0,110,0,1600.0,3,7500
1299,72.0,71054,1045.0,86,0,1300.0,3,8950
1300,76.0,71000,1050.0,110,1,1600.0,3,7950
1301,80.0,70939,1100.0,110,1,1600.0,5,6900
1302,77.0,70932,1050.0,110,1,1600.0,3,7450
1303,80.0,70597,1080.0,107,1,1600.0,3,8500
1304,73.0,70482,1075.0,110,1,1600.0,5,7500
1305,77.0,70124,1050.0,110,1,1600.0,3,8750
1306,76.0,70039,1050.0,110,1,1600.0,3,7500
1307,80.0,69904,1070.0,110,0,1600.0,5,9950
1308,75.0,69388,1010.0,86,0,1300.0,3,7950
1309,75.0,69320,1070.0,110,1,1600.0,5,9950
1310,78.0,69000,1075.0,110,1,1600.0,5,9250
1311,73.0,68988,1035.0,86,1,1300.0,5,9250
1312,79.0,68945,1085.0,110,1,1600.0,5,9950
1313,74.0,68285,1050.0,110,1,1600.0,3,5950
1314,76.0,68000,1075.0,110,1,1600.0,5,7995
1315,70.0,68000,1045.0,86,1,1300.0,3,8950
1316,75.0,67451,1000.0,86,1,1300.0,4,7450
1317,76.0,67266,1035.0,86,1,1300.0,5,8250
1318,78.0,67255,1085.0,110,0,1600.0,5,8500
1319,70.0,67100,1075.0,110,1,1600.0,5,8500
1320,69.0,67092,1115.0,72,1,2000.0,3,9400
1321,80.0,66880,1055.0,110,1,1600.0,3,7250
1322,79.0,66855,1075.0,110,1,1600.0,5,8950
1323,80.0,66843,1075.0,110,1,1600.0,5,9450
1324,74.0,66718,1050.0,110,1,1600.0,3,8500
1325,80.0,66168,1015.0,86,1,1300.0,3,6750
1326,80.0,65950,1070.0,110,0,1600.0,5,7400
1327,78.0,65500,1015.0,86,1,1300.0,3,8950
1328,80.0,65307,1055.0,110,1,1600.0,3,6900
1329,79.0,65254,1015.0,86,1,1300.0,3,7750
1330,71.0,65021,1115.0,72,1,2000.0,3,8950
1331,75.0,65006,1015.0,86,1,1300.0,3,6950
1332,77.0,64280,1035.0,110,0,1600.0,4,8495
1333,75.0,64000,1085.0,107,0,1600.0,3,10000
1334,71.0,64000,1070.0,110,1,1600.0,5,6999
1335,80.0,64000,1055.0,110,0,1600.0,3,8950
1336,79.0,63918,1035.0,110,0,1600.0,4,8500
1337,75.0,63634,1035.0,110,1,1600.0,4,8750
1338,80.0,63500,1050.0,110,1,1600.0,3,7499
1339,80.0,63266,1035.0,110,1,1600.0,4,9000
1340,77.0,62595,1050.0,110,1,1600.0,3,8950
1341,80.0,62581,1075.0,110,0,1600.0,5,6950
1342,77.0,62285,1075.0,110,1,1600.0,5,8500
1343,77.0,61906,1065.0,86,1,1300.0,5,8450
1344,74.0,61700,1070.0,110,0,1600.0,5,8950
1345,77.0,61648,1070.0,110,1,1600.0,5,8250
1346,75.0,61626,1035.0,86,0,1300.0,5,7950
1347,70.0,61510,1035.0,110,0,1600.0,4,7450
1348,79.0,61165,1080.0,107,1,1600.0,3,9000
1349,70.0,61000,1035.0,110,1,1600.0,4,7150
1350,76.0,60833,1035.0,110,1,1600.0,4,7750
1351,70.0,60600,1060.0,86,0,1300.0,3,5845
1352,72.0,60483,1075.0,110,1,1600.0,5,8500
1353,80.0,60476,1114.0,110,1,1600.0,5,8250
1354,79.0,60142,1050.0,110,0,1600.0,3,9450
1355,69.0,60050,1050.0,110,1,1600.0,3,6750
1356,77.0,60000,1050.0,110,1,1600.0,3,8400
1357,76.0,60000,1050.0,110,0,1600.0,3,7900
1358,76.0,59815,1055.0,110,1,1587.0,3,7950
1359,80.0,59326,1085.0,110,1,1600.0,5,8750
1360,73.0,59240,1050.0,110,1,1600.0,3,9900
1361,71.0,59164,1035.0,110,0,1600.0,4,6495
1362,70.0,59017,1080.0,107,1,1600.0,3,8250
1363,69.0,58952,1050.0,110,1,1600.0,3,6900
1364,74.0,58454,1015.0,86,1,1300.0,3,7500
1365,75.0,58341,1030.0,86,1,1300.0,4,7950
1366,80.0,58267,1070.0,110,1,1600.0,5,8250
1367,80.0,58000,1055.0,110,0,1600.0,3,8950
1368,70.0,57829,1050.0,110,0,1600.0,3,9750
1369,80.0,57787,1015.0,86,0,1300.0,3,8250
1370,78.0,57628,1075.0,110,0,1600.0,5,8900
1371,75.0,57537,1050.0,86,1,1300.0,5,8950
1372,76.0,57263,1050.0,110,1,1600.0,3,6750
1373,75.0,57144,1070.0,110,1,1600.0,5,7950
1374,69.0,57096,1025.0,86,1,1300.0,3,8600
1375,80.0,57000,1000.0,86,0,1300.0,4,7750
1376,73.0,56566,1050.0,110,1,1600.0,3,7800
1377,73.0,56307,1050.0,110,1,1600.0,3,8750
1378,79.0,56214,1015.0,86,0,1300.0,3,9500
1379,74.0,56132,1035.0,110,0,1600.0,4,7750
1380,79.0,55425,1075.0,110,0,1600.0,5,9950
1381,77.0,54439,1015.0,86,1,1300.0,3,7750
1382,69.0,53809,1050.0,110,1,1600.0,3,5950
1383,76.0,53133,1070.0,110,1,1600.0,5,10950
1384,77.0,52900,1075.0,110,1,1600.0,4,9450
1385,80.0,52700,1050.0,110,0,1600.0,3,8250
1386,69.0,52320,1070.0,110,0,1600.0,5,9750
1387,78.0,52287,1114.0,110,0,1600.0,5,7450
1388,75.0,52000,1075.0,110,0,1600.0,5,8750
1389,69.0,52000,1050.0,110,1,1600.0,3,8750
1390,73.0,52000,1065.0,110,1,1600.0,4,8500
1391,70.0,51874,1000.0,86,0,1300.0,4,8950
1392,79.0,49827,1035.0,86,1,1600.0,5,7500
1393,69.0,49640,1035.0,110,1,1600.0,4,7250
1394,80.0,49580,1035.0,110,1,1600.0,4,7450
1395,76.0,49170,1045.0,86,0,1300.0,3,8750
1396,77.0,48838,1070.0,110,0,1600.0,3,9800
1397,71.0,48576,1015.0,86,1,1300.0,3,7500
1398,75.0,48400,1075.0,110,1,1600.0,5,8950
1399,74.0,48242,1035.0,86,1,1300.0,5,8950
1400,70.0,47955,1070.0,110,1,1600.0,5,7450
1401,71.0,47633,1075.0,110,1,1600.0,5,8950
1402,78.0,47400,1040.0,86,1,1300.0,5,10500
1403,73.0,47360,1010.0,86,0,1300.0,3,7000
1404,77.0,45507,1050.0,110,1,1600.0,3,8500
1405,76.0,45410,1035.0,86,1,1300.0,5,7750
1406,70.0,44850,1050.0,110,1,1600.0,3,8950
1407,69.0,44826,1075.0,110,0,1600.0,5,8250
1408,80.0,44444,1070.0,110,1,1600.0,3,9250
1409,75.0,43720,1070.0,110,1,1600.0,5,7900
1410,78.0,43622,1000.0,86,1,1300.0,4,8500
1411,76.0,43532,1070.0,110,0,1600.0,5,7950
1412,69.0,42800,1050.0,110,1,1600.0,3,9950
1413,74.0,42317,1100.0,107,1,1600.0,5,8750
1414,80.0,42186,1050.0,110,1,1600.0,3,7500
1415,72.0,42000,1050.0,110,1,1600.0,3,6950
1416,79.0,40093,1114.0,110,0,1600.0,5,8950
1417,79.0,39800,1080.0,107,0,1600.0,3,8750
1418,73.0,39168,1015.0,86,0,1300.0,3,7750
1419,75.0,38945,1050.0,110,1,1600.0,3,8450
1420,76.0,36537,1075.0,110,0,1600.0,4,8150
1421,78.0,36000,1045.0,86,0,1300.0,3,8500
1422,78.0,36000,1050.0,110,1,1600.0,3,7600
1423,80.0,35821,1015.0,86,0,1300.0,3,7950
1424,73.0,34717,1015.0,86,0,1300.0,3,7750
1425,80.0,34000,1000.0,86,1,1300.0,4,7950
1426,78.0,30964,1080.0,110,0,1600.0,3,9950
1427,71.0,29000,1045.0,86,1,1300.0,3,8950
1428,72.0,26000,1015.0,86,0,1300.0,3,8450
1429,78.0,24000,1065.0,86,1,1300.0,5,8950
1430,80.0,23000,1015.0,86,0,1300.0,3,8450
1431,69.0,20544,1025.0,86,1,1300.0,3,7500
1432,72.0,19000,1015.0,86,0,1300.0,3,10845
1433,71.0,17016,1015.0,86,0,1300.0,3,8500
1434,70.0,16916,1015.0,86,1,1300.0,3,7250
1435,76.0,1,1114.0,110,0,1600.0,5,6950
